"year_"	"nestID"	"IDchick"	"IDmother"	"IDfather"	"EPY"	"fate"	"undeveloped"	"comment"
2017	"REPH282_17"	"270136187"	NA	245125639	0	"h"	0	"unknown mother"
2017	"REPH282_17"	"270136188"	NA	245125639	0	"h"	0	"unknown mother"
2017	"REPH282_17"	"270136189"	NA	245125639	0	"h"	0	"unknown mother"
2018	"REPH249_18"	"270136557"	NA	245125718	0	"h"	0	"unknown mother"
2018	"REPH249_18"	"270136558"	NA	245125718	0	"h"	0	"unknown mother"
2018	"REPH249_18"	"270136559"	NA	245125718	0	"h"	0	"unknown mother"
2018	"REPH249_18"	"270136560"	NA	245125718	0	"h"	0	"unknown mother"
2018	"REPH150_18"	"270136561"	NA	245125933	0	"h"	0	"unknown mother"
2018	"REPH150_18"	"270136562"	NA	NA	1	"h"	0	"unknown mother; unknown EP father"
2018	"REPH150_18"	"270136563"	NA	245125933	0	"h"	0	"unknown mother"
2018	"REPH312_18"	"270136571"	NA	245125930	0	"h"	0	"unknown mother"
2018	"REPH312_18"	"270136572"	NA	245125930	0	"h"	0	"unknown mother"
2018	"REPH312_18"	"270136573"	NA	245125930	0	"h"	0	"unknown mother"
2018	"REPH147_18"	"270136574"	NA	245125936	0	"h"	0	"unknown mother"
2017	"REPH363_17"	"270136579"	NA	245125654	0	"h"	0	"unknown mother"
2017	"REPH363_17"	"270136580"	NA	245125654	0	"h"	0	"unknown mother"
2017	"R404_17"	"270170181"	270170168	270170162	0	"h"	0	NA
2017	"R801_17"	"270170182"	270170252	270170262	0	"h"	0	NA
2017	"R404_17"	"270170183"	270170168	270170162	0	"h"	0	NA
2017	"R407_17"	"270170184"	270170250	270170254	0	"h"	0	NA
2017	"R407_17"	"270170185"	270170250	270170254	0	"h"	0	NA
2017	"R407_17"	"270170186"	270170250	270170254	0	"h"	0	NA
2017	"R802_17"	"270170187"	270170246	270170245	0	"h"	0	NA
2017	"R802_17"	"270170188"	270170246	270170245	0	"h"	0	NA
2017	"R802_17"	"270170189"	270170246	270170245	0	"h"	0	NA
2017	"R203_17"	"270170190"	270170147	270170146	0	"h"	0	NA
2017	"R905_17"	"270170191"	270170403	270170363	0	"h"	0	NA
2017	"R203_17"	"270170192"	270170147	270170146	0	"h"	0	NA
2017	"R903_17"	"270170193"	270170149	270170148	0	"h"	0	NA
2017	"R301_17"	"270170194"	270170253	270170256	0	"h"	0	NA
2017	"R203_17"	"270170195"	270170147	270170146	0	"h"	0	NA
2017	"R905_17"	"270170196"	270170403	270170363	0	"h"	0	NA
2017	"R805_17"	"270170197"	270170369	270170370	0	"h"	0	NA
2017	"R805_17"	"270170198"	270170369	270170370	0	"h"	0	NA
2017	"R101_17"	"270170199"	270170159	270170173	0	"h"	0	NA
2017	"R407_17"	"270170200"	270170250	270170254	0	"h"	0	NA
2017	"R801_17"	"270170284"	270170252	270170262	0	"h"	0	NA
2017	"R501_17"	"270170285"	270170237	270170350	0	"h"	0	NA
2017	"R501_17"	"270170286"	270170237	270170350	0	"h"	0	NA
2017	"R904_17"	"270170287"	270170154	270170155	0	"h"	0	NA
2017	"R904_17"	"270170288"	270170154	270170155	0	"h"	0	NA
2017	"R304_17"	"270170289"	17304	270170277	0	"h"	0	"unknown mother"
2017	"R304_17"	"270170290"	17304	270170277	0	"h"	0	"unknown mother"
2017	"R304_17"	"270170291"	17304	270170277	0	"h"	0	"unknown mother"
2017	"R304_17"	"270170292"	17304	270170277	0	"h"	0	"unknown mother"
2017	"R904_17"	"270170293"	270170154	270170155	0	"h"	0	NA
2017	"R1001_17"	"270170296"	270170236	NA	1	"h"	0	"unknown extra-pair father"
2017	"R1001_17"	"270170297"	270170236	270170235	0	"h"	0	NA
2017	"R1001_17"	"270170298"	270170236	270170235	0	"h"	0	NA
2017	"R801_17"	"270170299"	270170252	270170262	0	"h"	0	NA
2017	"R801_17"	"270170300"	270170252	270170262	0	"h"	0	NA
2017	"R903_17"	"270170373"	270170149	270170148	0	"h"	0	NA
2017	"R301_17"	"270170374"	270170253	270170256	0	"h"	0	NA
2017	"R206_17"	"270170375"	17206	270170279	0	"h"	0	"unknown mother"
2017	"R1101_17"	"270170376"	270170166	270170179	0	"h"	0	NA
2017	"R102_17"	"270170377"	270170145	270170144	0	"h"	0	NA
2017	"R402_17"	"270170378"	270170163	270170171	0	"h"	0	NA
2017	"R805_17"	"270170379"	270170369	270170370	0	"h"	0	NA
2017	"R301_17"	"270170380"	270170253	270170256	0	"h"	0	NA
2017	"R206_17"	"270170381"	17206	270170279	0	"h"	0	"unknown mother"
2017	"R206_17"	"270170382"	17206	270170279	0	"h"	0	"unknown mother"
2017	"R903_17"	"270170383"	270170149	270170148	0	"h"	0	NA
2017	"R102_17"	"270170384"	270170145	270170144	0	"h"	0	NA
2017	"R102_17"	"270170385"	270170145	270170144	0	"h"	0	NA
2017	"R805_17"	"270170386"	270170369	270170370	0	"h"	0	NA
2017	"R102_17"	"270170387"	270170145	270170144	0	"h"	0	NA
2017	"R402_17"	"270170388"	270170163	270170171	0	"h"	0	NA
2017	"R402_17"	"270170389"	270170163	270170171	0	"h"	0	NA
2017	"R1101_17"	"270170390"	270170166	270170179	0	"h"	0	NA
2017	"R206_17"	"270170391"	17206	270170279	0	"h"	0	"unknown mother"
2017	"R403_17"	"270170392"	270170130	270170347	0	"h"	0	NA
2017	"R403_17"	"270170393"	270170130	270170347	0	"h"	0	NA
2017	"R202_17"	"270170394"	270170367	270170366	0	"h"	0	NA
2017	"R202_17"	"270170395"	270170367	270170366	0	"h"	0	NA
2017	"R403_17"	"270170397"	270170130	270170347	0	"h"	0	NA
2017	"R205_17"	"270170398"	270170172	270170272	0	"h"	0	NA
2017	"R406_17"	"270170399"	270170160	270170161	0	"h"	0	NA
2017	"R406_17"	"270170400"	270170160	270170161	0	"h"	0	NA
2017	"R901_17"	"270170410"	270170125	270170321	0	"h"	0	NA
2017	"R901_17"	"270170411"	270170125	270170321	0	"h"	0	NA
2017	"R902_17"	"270170412"	270170125	270170337	0	"h"	0	NA
2017	"R902_17"	"270170413"	270170125	270170337	0	"h"	0	NA
2017	"R902_17"	"270170414"	270170125	270170337	0	"h"	0	NA
2017	"R202_17"	"270170415"	270170367	270170366	0	"h"	0	NA
2017	"R202_17"	"270170416"	270170367	270170366	0	"h"	0	NA
2017	"R406_17"	"270170417"	270170160	270170161	0	"h"	0	NA
2017	"R305_17"	"270170418"	270170242	270170244	0	"h"	0	NA
2017	"R305_17"	"270170419"	270170242	270170244	0	"h"	0	NA
2017	"R305_17"	"270170420"	270170242	270170244	0	"h"	0	NA
2017	"R1102_17"	"270170421"	270170271	270170180	0	"h"	0	NA
2017	"R207_17"	"270170422"	270170278	270170396	0	"h"	0	NA
2017	"R207_17"	"270170423"	270170278	270170396	0	"h"	0	NA
2017	"R207_17"	"270170424"	270170278	270170396	0	"h"	0	NA
2017	"R1102_17"	"270170425"	270170271	270170180	0	"h"	0	NA
2017	"R1102_17"	"270170426"	270170271	270170180	0	"h"	0	NA
2018	"R906_18"	"270170580"	270170556	270170557	0	"h"	0	NA
2018	"R806_18"	"270170581"	270170564	270170563	0	"h"	0	NA
2018	"R607_18"	"270170582"	270170767	270170067	0	"h"	0	"father is triploid (three alleles in 12 markers)"
2018	"R204_18"	"270170583"	270170755	270170756	0	"h"	0	NA
2018	"R204_18"	"270170584"	270170755	270170756	0	"h"	0	NA
2018	"R809_18"	"270170585"	270170555	270170532	0	"h"	0	NA
2018	"R809_18"	"270170586"	270170555	270170532	0	"h"	0	NA
2018	"R204_18"	"270170587"	270170755	270170756	0	"h"	0	NA
2018	"R203_18"	"270170588"	270170753	270170752	0	"h"	0	NA
2018	"R203_18"	"270170589"	270170753	270170752	0	"h"	0	NA
2018	"R401_18"	"270170590"	270170090	270170622	0	"h"	0	NA
2018	"R401_18"	"270170591"	270170090	270170622	0	"h"	0	NA
2018	"R203_18"	"270170592"	270170753	270170752	0	"h"	0	NA
2018	"R203_18"	"270170593"	270170753	270170752	0	"h"	0	NA
2018	"R604_18"	"270170594"	270170713	270170705	0	"h"	0	NA
2018	"R604_18"	"270170595"	270170713	270170705	0	"h"	0	NA
2018	"R204_18"	"270170596"	270170755	270170756	0	"h"	0	NA
2018	"R903_18"	"270170597"	270170712	270170063	0	"h"	0	NA
2018	"R702_18"	"270170598"	270170546	270170085	0	"h"	0	NA
2018	"R604_18"	"270170599"	270170713	270170705	0	"h"	0	NA
2018	"R903_18"	"270170600"	270170712	270170063	0	"h"	0	NA
2018	"R805_18"	"270170636"	270170564	270170621	0	"h"	0	NA
2018	"R805_18"	"270170637"	270170564	270170621	0	"h"	0	NA
2018	"R805_18"	"270170638"	270170564	270170621	0	"h"	0	NA
2018	"R601_18"	"270170639"	18601	270170568	0	"h"	0	"unknown mother"
2018	"R601_18"	"270170640"	18601	270170568	0	"h"	0	"unknown mother"
2018	"R601_18"	"270170641"	18601	270170568	0	"h"	0	"unknown mother"
2018	"R601_18"	"270170642"	18601	270170568	0	"h"	0	"unknown mother"
2018	"R810_18"	"270170643"	270170093	270170620	0	"h"	0	NA
2018	"R810_18"	"270170644"	270170093	270170620	0	"h"	0	NA
2018	"R810_18"	"270170645"	270170093	270170620	0	"h"	0	NA
2018	"R810_18"	"270170646"	270170093	270170620	0	"h"	0	NA
2018	"R302_18"	"270170647"	270170077	270170078	0	"h"	0	NA
2018	"R302_18"	"270170648"	270170077	270170078	0	"h"	0	NA
2018	"R202_18"	"270170649"	270170087	270170347	0	"h"	0	"same male as in R206"
2018	"R202_18"	"270170650"	270170087	270170347	0	"h"	0	"same male as in R206"
2018	"R302_18"	"270170651"	270170077	270170078	0	"h"	0	NA
2018	"R202_18"	"270170652"	270170087	270170347	0	"h"	0	"same male as in R206"
2018	"R202_18"	"270170653"	270170087	270170347	0	"h"	0	"same male as in R206"
2018	"R804_18"	"270170654"	270170081	270170082	0	"h"	0	NA
2018	"R804_18"	"270170655"	270170081	270170082	0	"h"	0	NA
2018	"R808_18"	"270170656"	270170084	270170089	0	"h"	0	NA
2018	"R808_18"	"270170657"	270170084	270170089	0	"h"	0	NA
2018	"R804_18"	"270170658"	270170081	270170082	0	"h"	0	NA
2018	"R802_18"	"270170659"	245125800	270170345	0	"h"	0	NA
2018	"R802_18"	"270170660"	245125800	270170345	0	"h"	0	NA
2018	"R501_18"	"270170661"	270170706	270170148	0	"h"	0	NA
2018	"R501_18"	"270170662"	270170706	270170148	0	"h"	0	NA
2018	"R802_18"	"270170663"	245125800	270170345	0	"h"	0	NA
2018	"R501_18"	"270170664"	270170706	270170148	0	"h"	0	NA
2018	"R808_18"	"270170665"	270170084	270170089	0	"h"	0	NA
2018	"R802_18"	"270170666"	245125800	270170345	0	"h"	0	NA
2018	"R806_18"	"270170667"	270170564	270170563	0	"h"	0	NA
2018	"R806_18"	"270170668"	270170564	270170563	0	"h"	0	NA
2018	"R205_18"	"270170669"	270170766	270170765	0	"h"	0	NA
2018	"R501_18"	"270170670"	270170706	270170148	0	"h"	0	NA
2018	"R807_18"	"270170671"	270170754	270170768	0	"h"	0	NA
2018	"R401_18"	"270170672"	270170090	270170622	0	"h"	0	NA
2018	"R903_18"	"270170673"	270170712	270170063	0	"h"	0	NA
2018	"R602_18"	"270170674"	270170068	270170743	0	"h"	0	NA
2018	"R602_18"	"270170675"	270170068	270170743	0	"h"	0	NA
2018	"R806_18"	"270170676"	270170564	270170563	0	"h"	0	NA
2018	"R807_18"	"270170677"	270170754	270170768	0	"h"	0	NA
2018	"R205_18"	"270170678"	270170766	270170765	0	"h"	0	NA
2018	"R205_18"	"270170679"	270170766	270170765	0	"h"	0	NA
2018	"R811_18"	"270170680"	270170619	270170616	0	"h"	0	NA
2018	"R811_18"	"270170681"	270170619	270170616	0	"h"	0	NA
2018	"R303_18"	"270170682"	270170098	270170179	0	"h"	0	NA
2018	"R303_18"	"270170683"	270170098	270170179	0	"h"	0	NA
2018	"R906_18"	"270170684"	270170556	270170557	0	"h"	0	NA
2018	"R205_18"	"270170685"	270170766	270170765	0	"h"	0	NA
2018	"R809_18"	"270170686"	270170555	270170532	0	"h"	0	NA
2018	"R809_18"	"270170687"	270170555	270170532	0	"h"	0	NA
2018	"R906_18"	"270170688"	270170556	270170557	0	"h"	0	NA
2018	"R401_18"	"270170689"	270170090	270170622	0	"h"	0	NA
2018	"R607_18"	"270170690"	270170767	270170067	0	"h"	0	"father is triploid (three alleles in 12 markers)"
2018	"R607_18"	"270170691"	270170767	270170067	0	"h"	0	"father is triploid (three alleles in 12 markers)"
2018	"R602_18"	"270170692"	270170068	270170743	0	"h"	0	NA
2018	"R602_18"	"270170693"	270170068	270170743	0	"h"	0	NA
2018	"R607_18"	"270170694"	270170767	270170067	0	"h"	0	"father is triploid (three alleles in 12 markers)"
2018	"R303_18"	"270170695"	270170098	270170179	0	"h"	0	NA
2018	"R905_18"	"270170696"	270170737	270170736	0	"h"	0	NA
2018	"R905_18"	"270170697"	270170737	270170736	0	"h"	0	NA
2018	"R811_18"	"270170698"	270170619	270170616	0	"h"	0	NA
2018	"R811_18"	"270170700"	270170619	270170616	0	"h"	0	NA
2018	"R702_18"	"270170771"	270170546	270170085	0	"h"	0	NA
2018	"R702_18"	"270170772"	270170546	270170085	0	"h"	0	NA
2018	"R903_18"	"270170773"	270170712	270170063	0	"h"	0	NA
2018	"R606_18"	"270170774"	270170769	270170770	0	"h"	0	NA
2018	"R606_18"	"270170775"	270170769	270170262	1	"h"	0	"EP father is male from R801 in 2017!"
2018	"R907_18"	"270170776"	273145005	270170091	0	"h"	0	NA
2018	"R304_18"	"270170777"	270170747	270170746	0	"h"	0	NA
2018	"R908_18"	"270170778"	270170566	270170567	0	"h"	0	NA
2018	"R907_18"	"270170779"	273145005	270170091	0	"h"	0	NA
2018	"R908_18"	"270170780"	270170566	270170567	0	"h"	0	NA
2018	"R908_18"	"270170781"	270170566	270170567	0	"h"	0	NA
2018	"R304_18"	"270170782"	270170747	270170746	0	"h"	0	NA
2018	"R907_18"	"270170783"	273145005	270170091	0	"h"	0	NA
2018	"R907_18"	"270170784"	273145005	270170091	0	"h"	0	NA
2018	"R304_18"	"270170785"	270170747	270170746	0	"h"	0	NA
2018	"R606_18"	"270170786"	270170769	270170770	0	"h"	0	NA
2018	"R606_18"	"270170787"	270170769	270170770	0	"h"	0	NA
2018	"R304_18"	"270170788"	270170747	270170746	0	"h"	0	NA
2018	"R908_18"	"270170789"	270170566	270170567	0	"h"	0	NA
2018	"R910_18"	"270170790"	270170076	270170744	0	"h"	0	NA
2018	"R910_18"	"270170791"	270170076	270170744	0	"h"	0	NA
2018	"R910_18"	"270170792"	270170076	270170744	0	"h"	0	NA
2018	"R206_18"	"270170793"	18206	NA	1	"h"	0	"unknown mother; unknown EP father"
2018	"R206_18"	"270170794"	18206	270170347	0	"h"	0	"unknown mother; same social male as in R202"
2018	"R206_18"	"270170795"	18206	270170347	0	"h"	0	"unknown mother; same social male as in R202"
2019	"R301_19"	"270170866"	270170403	270170846	0	"h"	0	"fits expected father; female present in 2018 but without known nest"
2019	"R301_19"	"270170867"	270170403	270170846	0	"h"	0	"fits expected father; female present in 2018 but without known nest"
2019	"R301_19"	"270170868"	270170403	270170846	0	"h"	0	"fits expected father; female present in 2018 but without known nest"
2019	"R301_19"	"270170869"	270170403	270170846	0	"h"	0	"fits expected father; female present in 2018 but without known nest"
2019	"R306_19"	"270170870"	273145053	270170952	0	"h"	0	"fits expected father, but not expected mother (male seen together with female 273145070)"
2019	"R306_19"	"270170871"	273145053	270170952	0	"h"	0	"fits expected father, but not expected mother (male seen together with female 273145070)"
2019	"R306_19"	"270170872"	273145053	270170952	0	"h"	0	"fits expected father, but not expected mother (male seen together with female 273145070)"
2019	"R307_19"	"270170873"	273145104	273145051	0	"h"	0	"fits expected pair seen together"
2019	"R307_19"	"270170874"	273145104	273145051	0	"h"	0	"fits expected pair seen together"
2019	"R306_19"	"270170875"	273145053	270170952	0	"h"	0	"fits expected father, but not expected mother (male seen together with female 273145070)"
2019	"R307_19"	"270170876"	273145104	273145051	0	"h"	0	"fits expected pair seen together"
2019	"R307_19"	"270170877"	273145104	273145051	0	"h"	0	"fits expected pair seen together"
2019	"R311_19"	"270170878"	270170564	270170345	0	"h"	0	"mother is female from R805 and R806 in 2018; fits expected male"
2019	"R311_19"	"270170879"	270170564	270170345	0	"h"	0	"mother is female from R805 and R806 in 2018; fits expected male"
2019	"R311_19"	"270170880"	270170564	270170345	0	"h"	0	"mother is female from R805 and R806 in 2018; fits expected male"
2019	"R311_19"	"270170881"	270170564	270170345	0	"h"	0	"mother is female from R805 and R806 in 2018; fits expected male"
2019	"R303_19"	"270170882"	270170928	273145056	0	"h"	0	"fits expected pair seen together"
2019	"R303_19"	"270170883"	270170928	273145056	0	"h"	0	"fits expected pair seen together"
2019	"R405_19"	"270170884"	270170935	273145103	0	"h"	0	"fits expected father, but not expected mother (male was seen with female 270170841)"
2019	"R405_19"	"270170885"	270170935	273145103	0	"h"	0	"fits expected father, but not expected mother (male was seen with female 270170841)"
2019	"R202_19"	"270170886"	19202	270170907	0	"h"	0	"unknown mother; fits expected father"
2019	"R405_19"	"270170887"	270170935	273145103	0	"h"	0	"fits expected father, but not expected mother (male was seen with female 270170841)"
2019	"R405_19"	"270170888"	270170935	273145103	0	"h"	0	"fits expected father, but not expected mother (male was seen with female 270170841)"
2019	"R202_19"	"270170889"	19202	270170907	0	"h"	0	"unknown mother; fits expected father"
2019	"R202_19"	"270170890"	19202	270170907	0	"h"	0	"unknown mother; fits expected father"
2019	"R202_19"	"270170891"	19202	270170907	0	"h"	0	"unknown mother; fits expected father"
2019	"R206_19"	"270170892"	270170901	273145072	0	"h"	0	"fits expected pair seen together"
2019	"R206_19"	"270170893"	270170901	273145072	0	"h"	0	"fits expected pair seen together"
2019	"R206_19"	"270170894"	270170901	273145072	0	"h"	0	"fits expected pair seen together"
2019	"R201_19"	"270170895"	273145050	270170620	0	"h"	0	"fits expected pair seen together"
2019	"R201_19"	"270170896"	273145050	270170620	0	"h"	0	"fits expected pair seen together"
2019	"R201_19"	"270170897"	273145050	270170620	0	"h"	0	"fits expected pair seen together"
2019	"R201_19"	"270170898"	273145050	270170620	0	"h"	0	"fits expected pair seen together"
2019	"R601_19"	"270170899"	270170902	270170903	0	"h"	0	"fits expected pair seen together"
2019	"R601_19"	"270170900"	270170902	270170903	0	"h"	0	"fits expected pair seen together"
2019	"REPH316_19"	"270184405"	NA	245140454	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH316_19"	"270184406"	NA	245140454	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH316_19"	"270184407"	NA	245140454	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH355_19"	"270184408"	NA	245125558	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH355_19"	"270184409"	NA	245125558	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH219_19"	"270184417"	NA	245140451	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH219_19"	"270184418"	NA	245140451	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH219_19"	"270184419"	NA	245140451	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH219_19"	"270184420"	NA	245140451	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH316_19"	"270184424"	NA	245140454	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH152_19"	"270184429"	NA	245140472	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH485_19"	"270184430"	NA	245140336	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH485_19"	"270184431"	NA	245140336	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH078_19"	"270184432"	NA	245156008	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH078_19"	"270184480"	NA	245156008	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH078_19"	"270184481"	NA	245156008	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH078_19"	"270184482"	NA	245156008	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH355_19"	"270184493"	NA	245125558	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH237_19"	"270184504"	NA	245140488	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH237_19"	"270184505"	NA	NA	1	"h"	0	"unknown mother; unknown extra-pair father"
2019	"REPH237_19"	"270184506"	NA	245140488	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH039_19"	"270184507"	NA	245156040	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH039_19"	"270184511"	NA	245156040	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH279_19"	"270184517"	NA	245140466	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH279_19"	"270184518"	NA	245140466	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH279_19"	"270184519"	NA	245140466	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH152_19"	"270184528"	NA	245140472	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH039_19"	"270184532"	NA	245156040	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH152_19"	"270184533"	NA	245140472	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH151_19"	"270184534"	NA	245140474	0	"h"	0	"unknown mother; father caught on the nest, sample swapped with REPH285"
2019	"REPH152_19"	"270184538"	NA	245140472	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH475_19"	"270184543"	270170937	273145120	0	"h"	0	"female caught by us; father caught on the nest"
2019	"REPH151_19"	"270184544"	NA	245140474	0	"h"	0	"unknown mother; father caught on the nest, sample swapped with REPH285"
2019	"REPH151_19"	"270184545"	NA	245140474	0	"h"	0	"unknown mother; father caught on the nest, sample swapped with REPH285"
2019	"REPH475_19"	"270184546"	270170937	273145120	0	"h"	0	"female caught by us; father caught on the nest"
2019	"REPH151_19"	"270184547"	NA	245140474	0	"h"	0	"unknown mother; father caught on the nest, sample swapped with REPH285"
2019	"REPH475_19"	"270184548"	270170937	273145120	0	"h"	0	"female caught by us; father caught on the nest"
2019	"REPH475_19"	"270184549"	270170937	273145120	0	"h"	0	"female caught by us; father caught on the nest"
2019	"REPH466_19"	"270184569"	NA	245156007	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH466_19"	"270184570"	NA	245156007	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH290_19"	"270184799"	NA	245140481	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH192_19"	"270184801"	NA	245140348	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH485_19"	"270184802"	NA	245140336	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH485_19"	"270184803"	NA	245140336	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH212_19"	"270184892"	NA	245125565	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH212_19"	"270184893"	NA	245125565	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH351_19"	"270184894"	NA	245140441	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH351_19"	"270184895"	NA	245140441	0	"h"	0	"unknown mother; father caught on the nest"
2019	"R601_19"	"273145154"	270170902	270170903	0	"h"	0	"fits expected pair seen together"
2019	"R601_19"	"273145155"	270170902	270170903	0	"h"	0	"fits expected pair seen together"
2019	"R701_19"	"273145156"	19701	270170627	0	"h"	0	"unknown mother; fits expected father"
2019	"R701_19"	"273145157"	19701	270170627	0	"h"	0	"unknown mother; fits expected father"
2019	"R304_19"	"273145158"	273145101	270170235	0	"h"	0	"fits expected pair seen together"
2019	"R204_19"	"273145159"	273145105	270170089	0	"h"	0	"fits expected pair seen together"
2019	"R304_19"	"273145160"	273145101	270170235	0	"h"	0	"fits expected pair seen together"
2019	"R304_19"	"273145161"	273145101	270170235	0	"h"	0	"fits expected pair seen together"
2019	"R203_19"	"273145162"	270170737	270170736	0	"h"	0	"mother is female that bred together with this male in 2018 - nest R905; fits expected pair seen together"
2019	"R203_19"	"273145163"	270170737	270170736	0	"h"	0	"mother is female that bred together with this male in 2018 - nest R905; fits expected pair seen together"
2019	"R701_19"	"273145164"	19701	270170627	0	"h"	0	"unknown mother; fits expected father"
2019	"R204_19"	"273145165"	273145105	270170089	0	"h"	0	"fits expected pair seen together"
2019	"R207_19"	"273145166"	273145121	273145082	0	"h"	0	"fits expected pair seen together"
2019	"R702_19"	"273145167"	273145302	273145224	0	"h"	0	"fits expected father"
2019	"R702_19"	"273145168"	273145302	273145224	0	"h"	0	"fits expected father"
2019	"R702_19"	"273145169"	273145302	273145224	0	"h"	0	"fits expected father"
2019	"R302_19"	"273145170"	270170922	270170532	0	"h"	0	"fits expected pair seen together"
2019	"R302_19"	"273145171"	270170922	270170532	0	"h"	0	"fits expected pair seen together"
2019	"R207_19"	"273145172"	273145121	273145082	0	"h"	0	"fits expected pair seen together"
2019	"R304_19"	"273145173"	273145101	270170235	0	"h"	0	"fits expected pair seen together"
2019	"R302_19"	"273145174"	270170922	270170532	0	"h"	0	"fits expected pair seen together"
2019	"R215_19"	"273145175"	270170916	270170838	0	"h"	0	"fits expected pair seen together"
2019	"R215_19"	"273145176"	270170916	270170838	0	"h"	0	"fits expected pair seen together"
2019	"R203_19"	"273145177"	270170737	270170736	0	"h"	0	"mother is female that bred together with this male in 2018 - nest R905; fits expected pair seen together"
2019	"R203_19"	"273145178"	270170737	270170736	0	"h"	0	"mother is female that bred together with this male in 2018 - nest R905; fits expected pair seen together"
2019	"R308_19"	"273145179"	273145032	273145031	0	"h"	0	"fits expected pair seen together"
2019	"R308_19"	"273145180"	273145032	270170838	1	"h"	0	"extra-pair father is male R215 2019 (with different female)"
2019	"R210_19"	"273145181"	270170564	270170554	0	"h"	0	"mother is female from R805 and R806 from 2018; fits expected pair seen together"
2019	"R210_19"	"273145182"	270170564	270170554	0	"h"	0	"mother is female from R805 and R806 from 2018; fits expected pair seen together"
2019	"R210_19"	"273145183"	270170564	270170554	0	"h"	0	"mother is female from R805 and R806 from 2018; fits expected pair seen together"
2019	"R212_19"	"273145184"	273145055	273145054	0	"h"	0	"fits expected pair seen together"
2019	"R212_19"	"273145185"	273145055	273145054	0	"h"	0	"fits expected pair seen together"
2019	"R212_19"	"273145186"	273145055	270170345	1	"h"	0	"extra-pair father has no known own nest in 2019  with different female, and was father of R802 in 2018"
2019	"R308_19"	"273145187"	273145032	273145031	0	"h"	0	"fits expected pair seen together"
2019	"R902_19"	"273145188"	270170901	273145072	1	"h"	0	"extra-pair father is male R206 2019 (paired with same female)"
2019	"R902_19"	"273145189"	270170901	270170091	0	"h"	0	"fits expected pair seen together at nest"
2019	"R212_19"	"273145190"	273145055	273145054	0	"h"	0	"fits expected pair seen together"
2019	"R210_19"	"273145191"	270170564	270170554	0	"h"	0	"mother is female from R805 and R806 from 2018; fits expected pair seen together"
2019	"R309_19"	"273145192"	273145088	273145089	0	"h"	0	"fits expected pair seen together"
2019	"R309_19"	"273145193"	273145088	273145089	0	"h"	0	"fits expected pair seen together"
2019	"R309_19"	"273145194"	273145088	273145089	0	"h"	0	"fits expected pair seen together"
2019	"R309_19"	"273145195"	273145088	273145089	0	"h"	0	"fits expected pair seen together"
2019	"R909_19"	"273145196"	273145229	270170294	0	"h"	0	"fits expected pair seen together"
2019	"R909_19"	"273145197"	273145229	NA	1	"h"	0	"unknown extra-pair father"
2019	"R801_19"	"273145198"	270170908	270170256	0	"h"	0	"fits expected pair seen together"
2019	"R801_19"	"273145199"	270170908	270170256	0	"h"	0	"fits expected pair seen together"
2019	"R801_19"	"273145200"	270170908	270170256	0	"h"	0	"fits expected pair seen together"
2019	"R801_19"	"273145249"	270170908	270170256	0	"h"	0	"fits expected pair seen together"
