"external"	"data_type"	"year_"	"nestID"	"male_id"	"female_id"	"male_assigned"	"male_field"	"female_assigned"	"female_field"	"found_datetime"	"collected_datetime"	"last_checked_datetime"	"lat"	"lon"	"anyEPY"	"N_parentage"	"N_EPY"
0	"study_site"	2019	"R612_19"	270170992	270170993	1	1	1	1	"2019-06-23 14:55:00"	NA	"2019-07-01 11:10:03"	71.326003	-156.642832	NA	NA	NA
0	"study_site"	2018	"R701_18"	NA	NA	0	0	0	0	"2018-06-22 12:30:00"	NA	"2018-06-23 12:20:00"	71.329095	-156.644472	NA	NA	NA
0	"study_site"	2019	"R701_19"	270170627	19701	2	1	3	0	"2019-06-15 11:59:00"	"2019-06-15 12:37:00"	"2019-07-01 11:35:00"	71.313351	-156.660619	0	4	0
0	"study_site"	2018	"R702_18"	270170085	270170546	2	1	2	0	"2018-06-25 15:10:00"	"2018-06-26 16:35:00"	"2018-07-14 14:30:00"	71.325736	-156.638715	0	4	0
0	"study_site"	2019	"R702_19"	273145224	273145302	2	1	2	0	"2019-06-19 15:07:00"	"2019-06-20 17:30:00"	"2019-07-02 16:45:00"	71.321485	-156.63608	0	4	0
0	NA	2018	"R703_18"	NA	NA	0	0	0	0	"2018-06-27 11:10:00"	NA	"2018-07-17 11:42:00"	71.278372	-156.643228	NA	NA	NA
0	"study_site"	2019	"R703_19"	273145138	273145137	2	1	2	0	"2019-06-20 13:51:00"	"2019-06-24 12:18:00"	"2019-06-28 12:34:00"	71.315804	-156.651613	0	3	0
0	"study_site"	2019	"R704_19"	270170860	270170859	2	1	2	1	"2019-06-25 13:55:00"	"2019-06-26 11:02:00"	"2019-07-01 10:40:00"	71.322761	-156.668856	0	4	0
0	"study_site"	2019	"R705_19"	273145231	273145230	2	1	2	0	"2019-06-26 12:50:00"	"2019-06-27 11:00:00"	"2019-07-08 14:15:00"	71.322763	-156.643673	0	3	0
0	"study_site"	2019	"R706_19"	273145202	273145203	2	1	2	0	"2019-07-05 11:48:00"	NA	"2019-07-06 22:44:00"	71.323902	-156.631838	0	3	0
0	"study_site"	2017	"R801_17"	270170262	270170252	2	1	2	0	"2017-06-20 15:39:00"	"2017-06-24 11:36:00"	"2017-07-14 13:30:00"	71.3182983398438	-156.647003173828	0	4	0
0	NA	2018	"R801_18"	NA	NA	0	0	0	0	"2018-06-19 12:32:00"	NA	"2018-07-01 10:40:00"	71.295975	-156.678019	NA	NA	NA
0	"study_site"	2019	"R801_19"	270170256	270170908	2	1	2	0	"2019-06-18 11:01:00"	"2019-06-18 13:04:00"	"2019-07-01 10:39:00"	71.317918	-156.655277	0	4	0
0	"study_site"	2017	"R802_17"	270170245	270170246	2	1	2	0	"2017-06-21 15:51:00"	"2017-06-25 12:32:00"	"2017-07-14 13:16:00"	71.3160018920898	-156.656997680664	0	3	0
0	"study_site"	2018	"R802_18"	270170345	245125800	2	1	2	1	"2018-06-22 12:29:00"	"2018-06-23 17:44:00"	"2018-07-11 14:59:00"	71.324295	-156.646163	0	4	0
0	"study_site"	2019	"R802_19"	270170976	273145099	2	1	2	0	"2019-06-18 16:41:00"	"2019-06-19 14:39:00"	"2019-06-30 10:12:00"	71.318807	-156.650798	0	4	0
0	"study_site"	2017	"R803_17"	270170368	270170259	2	1	2	0	"2017-06-23 12:06:00"	"2017-06-28 19:06:00"	"2017-06-30 13:36:00"	71.3172988891602	-156.654006958008	0	2	0
0	"study_site"	2018	"R803_18"	270170617	270170618	1	1	1	0	"2018-06-22 16:16:00"	NA	"2018-06-23 16:48:00"	71.323313	-156.630772	NA	NA	NA
0	"study_site"	2019	"R803_19"	270170756	270170962	2	1	2	0	"2019-06-21 11:55:00"	"2019-06-22 13:11:00"	"2019-07-04 10:22:00"	71.315043	-156.657288	0	4	0
0	"study_site"	2017	"R804_17"	270170175	270170176	2	1	2	1	"2017-06-25 19:42:00"	"2017-06-28 13:04:00"	"2017-07-17 11:30:00"	71.3219985961914	-156.639007568359	0	3	0
0	"study_site"	2018	"R804_18"	270170082	270170081	2	1	2	0	"2018-06-22 16:40:00"	"2018-06-23 16:25:00"	"2018-07-09 13:24:00"	71.32413	-156.631062	0	4	0
0	"study_site"	2017	"R805_17"	270170370	270170369	2	1	2	0	"2017-06-26 18:28:00"	"2017-06-26 18:29:00"	"2017-07-10 20:01:00"	71.3180999755859	-156.664993286133	0	4	0
0	"study_site"	2018	"R805_18"	270170621	270170564	2	1	2	0	"2018-06-22 17:09:00"	"2018-06-23 16:50:00"	"2018-07-10 11:13:00"	71.323011	-156.630698	0	4	0
0	"study_site"	2018	"R806_18"	270170563	270170564	2	1	2	1	"2018-06-22 17:59:00"	"2018-06-25 18:12:00"	"2018-07-17 11:07:00"	71.322926	-156.63184	0	4	0
0	"study_site"	2018	"R807_18"	270170768	270170754	2	1	2	0	"2018-06-23 11:53:00"	"2018-06-24 17:55:00"	"2018-07-10 11:47:00"	71.312116	-156.660514	0	4	0
0	"study_site"	2018	"R808_18"	270170089	270170084	2	1	2	0	"2018-06-24 14:36:00"	"2018-06-26 14:58:00"	"2018-07-10 11:21:00"	71.323164	-156.62766	0	3	0
0	"study_site"	2018	"R809_18"	270170532	270170555	2	1	2	1	"2018-06-24 15:26:00"	"2018-06-26 16:03:00"	"2018-07-14 15:15:00"	71.326028	-156.63282	0	4	0
0	"study_site"	2018	"R810_18"	270170620	270170093	2	1	2	0	"2018-06-24 15:49:00"	"2018-06-24 16:18:00"	"2018-07-10 10:26:00"	71.326171	-156.634062	0	4	0
0	"study_site"	2018	"R811_18"	270170616	270170619	2	1	2	0	"2018-06-24 16:37:00"	"2018-06-25 18:05:00"	"2018-07-14 15:00:00"	71.326525	-156.632797	0	4	0
0	"study_site"	2018	"R812_18"	270170245	270170051	2	1	2	0	"2018-06-27 11:31:00"	"2018-06-27 14:35:00"	"2018-07-11 15:24:00"	71.319106	-156.649794	0	4	0
0	"study_site"	2017	"R901_17"	270170321	270170125	2	1	2	0	"2017-06-11 17:21:00"	"2017-06-12 10:35:00"	"2017-06-30 14:30:00"	71.3245010375977	-156.671997070312	0	3	0
0	"own_off_site"	2018	"R901_18"	245125792	18901	2	1	3	0	"2018-06-16 17:10:00"	"2018-06-20 15:40:00"	"2018-07-11 10:50:00"	71.303133	-156.703784	0	4	0
0	"study_site"	2019	"R901_19"	273145112	273145109	2	1	2	0	"2019-06-09 12:22:00"	"2019-06-09 12:22:01"	"2019-06-21 15:45:00"	71.323837	-156.63498	0	4	0
0	"study_site"	2017	"R902_17"	270170337	270170125	2	1	2	1	"2017-06-17 12:48:00"	"2017-06-17 00:00:00"	"2017-07-07 14:37:00"	71.3249969482422	-156.671997070312	0	4	0
0	NA	2018	"R902_18"	NA	NA	0	0	0	0	"2018-06-17 11:40:00"	NA	"2018-07-01 10:21:00"	71.304781	-156.725917	NA	NA	NA
0	"study_site"	2019	"R902_19"	270170091	270170901	2	1	2	1	"2019-06-12 17:37:00"	"2019-06-18 16:23:00"	"2019-07-02 10:02:00"	71.323851	-156.647453	1	3	1
0	"study_site"	2017	"R903_17"	270170148	270170149	2	1	2	1	"2017-06-21 16:54:00"	"2017-06-24 20:27:00"	"2017-07-14 14:39:00"	71.3246002197266	-156.643005371094	0	4	0
0	"study_site"	2018	"R903_18"	270170063	270170712	2	1	2	0	"2018-06-23 14:02:00"	"2018-06-26 16:50:00"	"2018-07-14 12:05:00"	71.312941	-156.665101	0	4	0
0	"study_site"	2019	"R903_19"	270170904	273145059	2	1	2	0	"2019-06-15 10:03:00"	"2019-06-16 12:37:00"	"2019-07-01 10:57:00"	71.319597	-156.654402	0	4	0
0	"study_site"	2017	"R904_17"	270170155	270170154	2	1	2	0	"2017-06-22 17:04:00"	"2017-06-23 19:46:00"	"2017-07-14 14:08:00"	71.3230972290039	-156.647994995117	0	4	0
0	"study_site"	2018	"R904_18"	18904	273145005	3	0	2	0	"2018-06-24 16:10:00"	"2018-06-24 16:19:00"	"2018-07-05 10:52:00"	71.327692	-156.642317	0	4	0
0	"study_site"	2019	"R904_19"	270170347	270170951	2	1	2	0	"2019-06-15 15:14:00"	"2019-06-18 14:20:00"	"2019-06-28 15:27:00"	71.319736	-156.640055	0	4	0
0	"study_site"	2017	"R905_17"	270170363	270170403	2	1	2	0	"2017-06-26 11:04:00"	"2017-06-28 01:35:00"	"2017-07-10 20:15:00"	71.3219985961914	-156.662002563477	0	2	0
0	"study_site"	2018	"R905_18"	270170736	270170737	2	1	2	0	"2018-06-25 12:25:00"	"2018-06-27 14:02:00"	"2018-07-16 10:13:00"	71.319047	-156.648108	0	4	0
0	"study_site"	2019	"R905_19"	273145139	270170970	2	1	2	0	"2019-06-16 14:42:00"	"2019-06-16 15:08:00"	"2019-06-28 12:43:00"	71.313315	-156.656034	0	4	0
0	"study_site"	2018	"R906_18"	270170557	270170556	2	1	2	0	"2018-06-25 16:05:00"	"2018-06-27 14:10:00"	"2018-07-14 12:32:00"	71.318627	-156.646827	0	3	0
0	"study_site"	2019	"R906_19"	270170985	270170986	2	1	2	0	"2019-06-18 15:59:00"	"2019-06-19 15:00:00"	"2019-07-03 13:24:00"	71.317832	-156.645458	0	4	0
0	"study_site"	2018	"R907_18"	270170091	273145005	2	1	2	0	"2018-06-25 16:21:00"	"2018-06-27 14:19:00"	"2018-07-17 11:40:00"	71.319345	-156.646085	0	4	0
0	"study_site"	2019	"R907_19"	270170971	273145140	2	1	2	0	"2019-06-19 11:11:00"	"2019-06-22 13:01:00"	"2019-07-08 15:29:00"	71.314073	-156.657816	0	4	0
0	"study_site"	2018	"R908_18"	270170567	270170566	2	1	2	1	"2018-06-26 15:07:00"	"2018-06-29 16:14:00"	"2018-07-17 10:54:00"	71.321865	-156.642201	0	4	0
0	"study_site"	2019	"R908_19"	273145219	273145218	2	1	2	0	"2019-06-19 14:05:00"	"2019-06-21 14:03:00"	"2019-07-06 12:40:00"	71.311789	-156.659208	0	4	0
0	"study_site"	2018	"R909_18"	270170763	270170764	1	1	1	0	"2018-06-27 15:12:00"	NA	"2018-07-01 13:22:00"	71.31845	-156.64956	NA	NA	NA
0	"study_site"	2019	"R909_19"	270170294	273145229	2	1	2	0	"2019-06-19 14:42:00"	"2019-06-20 13:12:00"	"2019-07-03 10:26:00"	71.312376	-156.659168	1	3	1
0	"study_site"	2018	"R910_18"	270170744	270170076	2	1	2	0	"2018-07-01 15:46:00"	"2018-07-01 17:05:00"	"2018-07-17 09:48:00"	71.32233	-156.655852	0	3	0
0	"study_site"	2019	"R910_19"	270170944	270170943	2	1	2	0	"2019-06-20 11:12:00"	"2019-06-21 14:26:00"	"2019-06-29 14:39:00"	71.319032	-156.643578	0	4	0
0	"study_site"	2019	"R911_19"	270170947	273145121	2	1	2	0	"2019-06-20 16:02:00"	"2019-06-23 15:14:00"	"2019-07-08 14:44:00"	71.321706	-156.657467	0	3	0
0	"study_site"	2019	"R912_19"	273145216	273145217	2	1	2	1	"2019-06-21 09:50:00"	"2019-06-22 13:28:00"	"2019-07-08 16:09:00"	71.316298	-156.661969	0	4	0
0	"study_site"	2019	"R913_19"	273145139	270170970	2	1	2	0	"2019-06-21 14:59:00"	"2019-06-25 14:21:00"	"2019-07-08 15:40:00"	71.315576	-156.664583	0	4	0
0	"study_site"	2019	"R914_19"	270170854	270170853	2	1	2	0	"2019-06-25 10:30:00"	"2019-06-26 10:28:00"	"2019-07-11 10:26:00"	71.326206	-156.644173	0	4	0
0	"study_site"	2019	"R915_19"	273145232	270170865	2	1	2	0	"2019-06-25 11:12:00"	"2019-06-25 18:46:00"	"2019-07-05 14:02:00"	71.328654	-156.643422	1	4	1
1	"survey_plot"	2003	"REPH001_03"	NA	NA	0	0	0	0	"2003-06-14 12:00:00"	NA	"2003-06-23 12:00:00"	71.26906	-156.52493	NA	NA	NA
1	"survey_plot"	2004	"REPH001_04"	NA	NA	0	0	0	0	"2004-06-16 12:00:00"	NA	"2004-06-21 12:00:00"	71.29166	-156.65372	NA	NA	NA
1	NA	2005	"REPH001_05"	NA	NA	0	0	0	0	"2005-06-13 12:00:00"	NA	NA	71.30316	-156.70981	NA	NA	NA
1	"survey_plot"	2003	"REPH002_03"	168181048	NA	1	1	0	0	"2003-06-14 12:00:00"	NA	"2003-07-06 12:00:00"	71.26984	-156.53314	NA	NA	NA
1	NA	2005	"REPH002_05"	162116550	NA	1	1	0	0	"2005-06-13 12:00:00"	NA	"2005-06-14 12:00:00"	71.30285	-156.70083	NA	NA	NA
1	"survey_plot"	2004	"REPH003_04"	NA	NA	0	0	0	0	"2004-06-18 12:00:00"	NA	"2004-06-28 12:00:00"	71.24594	-156.56902	NA	NA	NA
1	"survey_plot"	2006	"REPH003_06"	NA	NA	0	0	0	0	"2006-06-21 12:00:00"	NA	"2006-07-07 12:00:00"	71.27177	-156.52992	NA	NA	NA
1	"survey_plot"	2003	"REPH004_03"	168181054	NA	1	1	0	0	"2003-06-22 12:00:00"	NA	"2003-07-07 12:00:00"	71.26289	-156.48641	NA	NA	NA
1	"survey_plot"	2014	"REPH004_14"	NA	NA	0	0	0	0	"2014-06-12 12:00:00"	NA	NA	71.29213	-156.66046	NA	NA	NA
1	"survey_plot"	2004	"REPH005_04"	NA	NA	0	0	0	0	"2004-06-16 12:00:00"	NA	"2004-06-20 12:00:00"	71.29151	-156.64823	NA	NA	NA
1	"survey_plot"	2003	"REPH006_03"	168180542	NA	1	1	0	0	"2003-06-26 12:00:00"	NA	"2003-07-06 12:00:00"	71.29865	-156.63792	NA	NA	NA
1	"survey_plot"	2004	"REPH006_04"	NA	NA	0	0	0	0	"2004-06-20 12:00:00"	NA	"2004-06-27 12:00:00"	71.29733	-156.64612	NA	NA	NA
1	"survey_plot"	2005	"REPH006_05"	162116424	NA	2	1	0	0	"2005-06-23 12:00:00"	NA	"2005-07-06 12:00:00"	71.24834	-156.57176	1	4	2
1	"survey_plot"	2004	"REPH007_04"	162116117	NA	2	1	0	0	"2004-06-20 12:00:00"	NA	"2004-06-29 12:00:00"	71.26183	-156.52661	0	4	0
1	"survey_plot"	2017	"REPH007_17"	NA	NA	0	0	0	0	"2017-06-20 12:00:00"	NA	"2017-06-30 12:00:00"	71.26955	-156.53131	NA	NA	NA
1	"survey_plot"	2003	"REPH008_03"	168181061	NA	2	1	0	0	"2003-06-28 12:00:00"	NA	"2003-07-07 12:00:00"	71.26416	-156.49183	0	4	0
1	"survey_plot"	2005	"REPH008_05"	162116563	NA	1	1	0	0	"2005-06-23 12:00:00"	NA	"2005-07-04 12:00:00"	71.24737	-156.57569	NA	NA	NA
1	"survey_plot"	2006	"REPH008_06"	221113727	NA	2	1	0	0	"2006-06-25 12:00:00"	NA	"2006-07-12 12:00:00"	71.26828	-156.5233	1	4	1
1	"survey_plot"	2004	"REPH009_04"	162115922	NA	1	1	0	0	"2004-06-20 12:00:00"	NA	"2004-07-02 12:00:00"	71.26472	-156.52901	NA	NA	NA
1	"survey_plot"	2019	"REPH009_19"	NA	NA	0	0	0	0	"2019-06-10 12:00:00"	NA	"2019-06-27 12:00:00"	71.27338	-156.63641	NA	NA	NA
1	"survey_plot"	2003	"REPH010_03"	NA	NA	0	0	0	0	"2003-06-29 12:00:00"	NA	"2003-07-10 12:00:00"	71.27099	-156.52743	NA	NA	NA
1	"survey_plot"	2014	"REPH010_14"	NA	NA	0	0	0	0	"2014-06-13 12:00:00"	NA	NA	71.29205	-156.65244	NA	NA	NA
1	"survey_plot"	2004	"REPH011_04"	162116168	NA	1	1	0	0	"2004-06-22 12:00:00"	NA	"2004-07-06 12:00:00"	71.26132	-156.52681	NA	NA	NA
1	"survey_plot"	2005	"REPH011_05"	NA	NA	0	0	0	0	"2005-06-25 12:00:00"	NA	"2005-07-08 12:00:00"	71.29592	-156.63809	NA	NA	NA
1	"survey_plot"	2017	"REPH011_17"	NA	NA	0	0	0	0	"2017-06-20 12:00:00"	NA	"2017-07-07 12:00:00"	71.26	-156.52473	NA	NA	NA
1	"survey_plot"	2018	"REPH012_18"	NA	NA	0	0	0	0	"2018-07-05 12:00:00"	NA	"2018-07-07 12:00:00"	71.2669	-156.53268	NA	NA	NA
1	"survey_plot"	2014	"REPH013_14"	198103569	NA	1	1	0	0	"2014-06-16 12:00:00"	NA	"2014-07-06 12:00:00"	71.29743	-156.62947	NA	NA	NA
1	"survey_plot"	2018	"REPH013_18"	245125937	NA	2	1	0	0	"2018-07-05 12:00:00"	NA	"2018-07-13 12:00:00"	71.27038	-156.53461	0	3	0
1	"survey_plot"	2004	"REPH014_04"	NA	NA	0	0	0	0	"2004-06-23 12:00:00"	NA	"2004-07-06 12:00:00"	71.27033	-156.52992	NA	NA	NA
1	"survey_plot"	2014	"REPH014_14"	198118940	NA	2	1	0	0	"2014-06-16 12:00:00"	NA	NA	71.29711	-156.63344	0	3	0
1	"survey_plot"	2017	"REPH014_17"	NA	NA	0	0	0	0	"2017-06-22 12:00:00"	NA	"2017-06-28 12:00:00"	71.26454	-156.52583	NA	NA	NA
1	"survey_plot"	2003	"REPH015_03"	168180631	NA	1	1	0	0	"2003-07-04 12:00:00"	NA	"2003-07-07 12:00:00"	71.26869	-156.52142	NA	NA	NA
1	"survey_plot"	2004	"REPH015_04"	162115917	NA	1	1	0	0	"2004-06-24 12:00:00"	NA	"2004-07-05 12:00:00"	71.26366	-156.51917	NA	NA	NA
1	"survey_plot"	2019	"REPH015_19"	NA	NA	0	0	0	0	"2019-06-07 12:00:00"	NA	"2019-06-30 12:00:00"	71.29395	-156.62946	NA	NA	NA
1	"survey_plot"	2004	"REPH016_04"	162115937	NA	1	1	0	0	"2004-06-24 12:00:00"	NA	"2004-07-06 12:00:00"	71.26194	-156.5257	NA	NA	NA
1	"survey_plot"	2006	"REPH016_06"	NA	NA	0	0	0	0	"2006-07-10 12:00:00"	NA	"2006-07-13 12:00:00"	71.27016	-156.52146	NA	NA	NA
1	"survey_plot"	2019	"REPH016_19"	245125586	NA	1	1	0	0	"2019-06-09 12:00:00"	NA	"2019-07-02 12:00:00"	71.29456	-156.63083	NA	NA	NA
1	"survey_plot"	2004	"REPH018_04"	162115915	NA	1	1	0	0	"2004-06-25 12:00:00"	NA	"2004-07-03 12:00:00"	71.24363	-156.54174	NA	NA	NA
1	"survey_plot"	2005	"REPH018_05"	199124409	NA	2	1	0	0	"2005-07-02 12:00:00"	NA	"2005-07-08 12:00:00"	71.24765	-156.57536	0	3	0
1	"survey_plot"	2004	"REPH019_04"	NA	NA	0	0	0	0	"2004-06-25 12:00:00"	NA	"2004-06-27 12:00:00"	71.24187	-156.5411	NA	NA	NA
1	"survey_plot"	2005	"REPH019_05"	162116436	NA	1	1	0	0	"2005-07-03 12:00:00"	NA	"2005-07-04 12:00:00"	71.242	-156.55064	NA	NA	NA
1	"survey_plot"	2019	"REPH019_19"	245140442	NA	1	1	0	0	"2019-06-16 12:00:00"	NA	"2019-07-01 12:00:00"	71.29973	-156.63147	NA	NA	NA
1	"survey_plot"	2004	"REPH020_04"	162116193	NA	1	1	0	0	"2004-06-25 12:00:00"	NA	"2004-07-15 12:00:00"	71.24415	-156.54011	NA	NA	NA
1	"survey_plot"	2005	"REPH020_05"	162116437	NA	1	1	0	0	"2005-07-03 12:00:00"	NA	"2005-07-07 12:00:00"	71.24172	-156.54922	NA	NA	NA
1	"survey_plot"	2019	"REPH020_19"	NA	NA	0	0	0	0	"2019-06-16 12:00:00"	NA	"2019-06-28 12:00:00"	71.29646	-156.63483	NA	NA	NA
1	"survey_plot"	2004	"REPH021_04"	162115916	NA	1	1	0	0	"2004-06-25 12:00:00"	NA	"2004-07-05 12:00:00"	71.24278	-156.54011	NA	NA	NA
1	"survey_plot"	2014	"REPH021_14"	245102025	NA	1	1	0	0	"2014-06-17 12:00:00"	NA	"2014-07-08 12:00:00"	71.29329	-156.64644	NA	NA	NA
1	"survey_plot"	2019	"REPH021_19"	245125578	NA	1	1	0	0	"2019-06-16 12:00:00"	NA	"2019-06-28 12:00:00"	71.29307	-156.64363	NA	NA	NA
1	"survey_plot"	2018	"REPH023_18"	NA	NA	0	0	0	0	"2018-06-25 12:00:00"	NA	"2018-06-28 12:00:00"	71.24576	-156.57733	NA	NA	NA
1	"survey_plot"	2019	"REPH023_19"	245125556	NA	2	1	0	0	"2019-06-17 12:00:00"	NA	"2019-07-03 12:00:00"	71.29099	-156.6501	0	3	0
1	"survey_plot"	2014	"REPH024_14"	NA	NA	0	0	0	0	"2014-06-19 12:00:00"	NA	"2014-06-24 12:00:00"	71.294	-156.65582	NA	NA	NA
1	"survey_plot"	2019	"REPH025_19"	245125580	NA	1	1	0	0	"2019-06-17 12:00:00"	NA	"2019-07-01 12:00:00"	71.293	-156.64919	NA	NA	NA
1	"survey_plot"	2004	"REPH026_04"	NA	NA	0	0	0	0	"2004-06-26 12:00:00"	NA	"2004-07-02 12:00:00"	71.27059	-156.5322	NA	NA	NA
1	"survey_plot"	2014	"REPH026_14"	245102041	NA	1	1	0	0	"2014-06-19 12:00:00"	NA	"2014-07-11 12:00:00"	71.29815	-156.62922	NA	NA	NA
1	"survey_plot"	2004	"REPH028_04"	162115919	NA	1	1	0	0	"2004-06-27 12:00:00"	NA	"2004-07-02 12:00:00"	71.29071	-156.64656	NA	NA	NA
1	"survey_plot"	2005	"REPH028_05"	NA	NA	0	0	0	0	"2005-07-10 12:00:00"	NA	NA	71.29776	-156.63674	NA	NA	NA
1	"survey_plot"	2019	"REPH029_19"	NA	NA	0	0	0	0	"2019-06-11 12:00:00"	NA	"2019-06-18 12:00:00"	71.24878	-156.56783	NA	NA	NA
1	"survey_plot"	2014	"REPH030_14"	198118939	NA	1	1	0	0	"2014-06-19 12:00:00"	NA	"2014-07-13 12:00:00"	71.29589	-156.62959	NA	NA	NA
1	"survey_plot"	2014	"REPH031_14"	NA	NA	0	0	0	0	"2014-06-19 12:00:00"	NA	"2014-06-27 12:00:00"	71.29597	-156.62926	NA	NA	NA
1	"survey_plot"	2004	"REPH032_04"	162115934	NA	1	1	0	0	"2004-07-01 12:00:00"	NA	"2004-07-06 12:00:00"	71.24683	-156.57763	NA	NA	NA
1	"survey_plot"	2018	"REPH032_18"	245125940	NA	2	1	0	0	"2018-06-22 12:00:00"	NA	"2018-07-06 12:00:00"	71.24804	-156.57445	0	3	0
1	"survey_plot"	2019	"REPH032_19"	NA	NA	0	0	0	0	"2019-06-16 12:00:00"	NA	"2019-06-20 12:00:00"	71.28539	-156.58513	NA	NA	NA
1	"survey_plot"	2019	"REPH033_19"	245140413	NA	1	1	0	0	"2019-06-16 12:00:00"	NA	"2019-07-04 12:00:00"	71.28523	-156.58516	NA	NA	NA
1	"survey_plot"	2019	"REPH034_19"	245140411	NA	1	1	0	0	"2019-06-16 12:00:00"	NA	"2019-06-23 12:00:00"	71.28286	-156.57321	NA	NA	NA
1	"survey_plot"	2004	"REPH035_04"	NA	NA	0	0	0	0	"2004-07-04 12:00:00"	NA	"2004-07-07 12:00:00"	71.24584	-156.59552	NA	NA	NA
1	"survey_plot"	2019	"REPH038_19"	NA	NA	0	0	0	0	"2019-06-17 12:00:00"	NA	"2019-06-19 12:00:00"	71.24879	-156.57829	NA	NA	NA
1	"survey_plot"	2019	"REPH039_19"	245156040	NA	2	1	0	0	"2019-06-17 12:00:00"	NA	"2019-07-05 12:00:00"	71.28488	-156.5795	0	4	0
1	"survey_plot"	2014	"REPH041_14"	245102034	NA	1	1	0	0	"2014-06-24 12:00:00"	NA	"2014-07-12 12:00:00"	71.29254	-156.6543	NA	NA	NA
1	"survey_plot"	2019	"REPH041_19"	NA	NA	0	0	0	0	"2019-06-18 12:00:00"	NA	"2019-06-29 12:00:00"	71.24657	-156.58554	NA	NA	NA
1	"survey_plot"	2014	"REPH042_14"	NA	NA	0	0	0	0	"2014-06-25 12:00:00"	NA	"2014-07-03 12:00:00"	71.29885	-156.63719	NA	NA	NA
1	"survey_plot"	2019	"REPH042_19"	245125914	NA	1	1	0	0	"2019-06-18 12:00:00"	NA	"2019-06-26 12:00:00"	71.25009	-156.58454	NA	NA	NA
1	"survey_plot"	2019	"REPH044_19"	NA	NA	0	0	0	0	"2019-06-03 12:00:00"	NA	"2019-06-12 12:00:00"	71.24628	-156.57437	NA	NA	NA
1	"survey_plot"	2019	"REPH045_19"	245140419	NA	1	1	0	0	"2019-06-09 12:00:00"	NA	"2019-06-28 12:00:00"	71.2682	-156.52805	NA	NA	NA
1	"survey_plot"	2019	"REPH049_19"	NA	NA	0	0	0	0	"2019-06-13 12:00:00"	NA	"2019-07-01 12:00:00"	71.25744	-156.52832	NA	NA	NA
1	"survey_plot"	2006	"REPH050_06"	199177530	NA	2	1	0	0	"2006-06-28 12:00:00"	NA	"2006-07-11 12:00:00"	71.26088	-156.52236	0	4	0
1	"survey_plot"	2014	"REPH050_14"	245107641	NA	1	1	0	0	"2014-06-26 12:00:00"	NA	"2014-07-14 12:00:00"	71.29545	-156.65082	NA	NA	NA
1	"survey_plot"	2019	"REPH050_19"	245125587	273145140	1	1	0	0	"2019-06-16 12:00:00"	NA	"2019-07-03 12:00:00"	71.29391	-156.65082	0	4	0
1	"survey_plot"	2014	"REPH051_14"	NA	NA	0	0	0	0	"2014-06-09 12:00:00"	NA	NA	71.28396	-156.57843	NA	NA	NA
1	"survey_plot"	2019	"REPH051_19"	245125583	NA	1	1	0	0	"2019-06-16 12:00:00"	NA	"2019-07-01 12:00:00"	71.29264	-156.6485	NA	NA	NA
1	"survey_plot"	2006	"REPH052_06"	NA	NA	0	0	0	0	"2006-07-02 12:00:00"	NA	"2006-07-02 12:00:00"	71.24694	-156.57656	NA	NA	NA
1	"survey_plot"	2019	"REPH052_19"	NA	NA	0	0	0	0	"2019-06-16 12:00:00"	NA	"2019-06-19 12:00:00"	71.24598	-156.57954	NA	NA	NA
1	"survey_plot"	2018	"REPH054_18"	245125927	NA	1	1	0	0	"2018-07-08 12:00:00"	NA	"2018-07-14 12:00:00"	71.29483	-156.63139	NA	NA	NA
1	"survey_plot"	2006	"REPH055_06"	NA	NA	0	0	0	0	"2006-07-03 12:00:00"	NA	"2006-07-07 12:00:00"	71.26229	-156.51379	NA	NA	NA
1	"survey_plot"	2014	"REPH055_14"	245107637	NA	1	1	0	0	"2014-06-12 12:00:00"	NA	NA	71.24901	-156.57073	NA	NA	NA
1	"survey_plot"	2019	"REPH055_19"	245140404	NA	1	1	0	0	"2019-06-16 12:00:00"	NA	"2019-06-26 12:00:00"	71.26858	-156.53081	NA	NA	NA
1	"survey_plot"	2006	"REPH057_06"	NA	NA	0	0	0	0	"2006-07-06 12:00:00"	NA	"2006-07-11 12:00:00"	71.27212	-156.52759	NA	NA	NA
1	"survey_plot"	2006	"REPH058_06"	NA	NA	0	0	0	0	"2006-07-07 12:00:00"	NA	"2006-07-13 12:00:00"	71.26455	-156.5273	NA	NA	NA
1	"survey_plot"	2014	"REPH058_14"	241159602	NA	1	1	0	0	"2014-06-13 12:00:00"	NA	"2014-07-12 12:00:00"	71.27957	-156.60767	NA	NA	NA
1	"survey_plot"	2006	"REPH059_06"	NA	NA	0	0	0	0	"2006-07-13 12:00:00"	NA	"2006-07-16 12:00:00"	71.27015	-156.52237	NA	NA	NA
1	"survey_plot"	2014	"REPH059_14"	NA	NA	0	0	0	0	"2014-06-14 12:00:00"	NA	"2014-06-20 12:00:00"	71.24604	-156.57905	NA	NA	NA
1	"clutch_removal_exp"	2018	"REPH059_18"	245125787	NA	2	1	0	0	"2018-06-19 12:00:00"	"2018-06-19 12:00:00"	NA	71.3042	-156.70247	0	4	0
1	"survey_plot"	2006	"REPH061_06"	NA	NA	0	0	0	0	"2006-07-21 12:00:00"	NA	NA	71.27182	-156.52273	NA	NA	NA
